ㅁㄴ,메뉴,아이디,배당,양,text,text2
1492,삼정하누 광화문점,뚝배기불고기,경복궁역7번 출구에서276m,영업 중21:00에 라스트오더21시 0분에 라스트오더,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","한우 전문 경매사가 고르고 숙성 전문가 설로인(Sirl.Loin)이 운영하는 수요미식회 맛집 삼정하누가 광화문점을 오픈하였습니다. 시그니쳐 부위는 150g단위로만 주문 가능합니다(단, 꽃등심의 경우 새우살의 최적 비율과 두께로 정육되어있어 300g 단위로 주문 하시는걸 추천) 이외 일반 부위는 200g단위로만 주문가능합니다.."
1493,삼정하누 광화문점,한우된장찌개,경복궁역7번 출구에서276m,영업 중21:00에 라스트오더21시 0분에 라스트오더,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","한우 전문 경매사가 고르고 숙성 전문가 설로인(Sirl.Loin)이 운영하는 수요미식회 맛집 삼정하누가 광화문점을 오픈하였습니다. 시그니쳐 부위는 150g단위로만 주문 가능합니다(단, 꽃등심의 경우 새우살의 최적 비율과 두께로 정육되어있어 300g 단위로 주문 하시는걸 추천) 이외 일반 부위는 200g단위로만 주문가능합니다.."
1494,삼정하누 광화문점,콩비지찌개,경복궁역7번 출구에서276m,영업 중21:00에 라스트오더21시 0분에 라스트오더,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","한우 전문 경매사가 고르고 숙성 전문가 설로인(Sirl.Loin)이 운영하는 수요미식회 맛집 삼정하누가 광화문점을 오픈하였습니다. 시그니쳐 부위는 150g단위로만 주문 가능합니다(단, 꽃등심의 경우 새우살의 최적 비율과 두께로 정육되어있어 300g 단위로 주문 하시는걸 추천) 이외 일반 부위는 200g단위로만 주문가능합니다.."
1495,ERROR,향미정,,,,
1496,더꼬치다 광화문점,순살꼬치,경복궁역7번 출구에서385m,,,
1497,더꼬치다 광화문점,삼겹살꼬치,경복궁역7번 출구에서385m,,,
1498,더꼬치다 광화문점,파닭꼬치,경복궁역7번 출구에서385m,,,
1499,더꼬치다 광화문점,팽이삼겹꼬치,경복궁역7번 출구에서385m,,,
1500,더꼬치다 광화문점,염통꼬치,경복궁역7번 출구에서385m,,,
1501,더꼬치다 광화문점,쌀떡꼬치,경복궁역7번 출구에서385m,,,
1502,더꼬치다 광화문점,닭껍질,경복궁역7번 출구에서385m,,,
1503,더꼬치다 광화문점,버섯꼬치,경복궁역7번 출구에서385m,,,
1504,더꼬치다 광화문점,은행꼬치,경복궁역7번 출구에서385m,,,
1505,더꼬치다 광화문점,소세지,경복궁역7번 출구에서385m,,,
1506,더꼬치다 광화문점,소떡소떡,경복궁역7번 출구에서385m,,,
1507,더꼬치다 광화문점,불닭발,경복궁역7번 출구에서385m,,,
1508,더꼬치다 광화문점,직화오돌뼈,경복궁역7번 출구에서385m,,,
1509,더꼬치다 광화문점,똥집볶음,경복궁역7번 출구에서385m,,,
1510,더꼬치다 광화문점,해물짬뽕탕,경복궁역7번 출구에서385m,,,
1511,대만족 족발(광화문점),무료배송프리미엄국내산족발+김치찌개+계란찜(중(2인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1512,대만족 족발(광화문점),무료배송프리미엄국내산족발+김치찌개+계란찜(대(3인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1513,대만족 족발(광화문점),무료배송프리미엄국내산족발+김치찌개+계란찜(특대(4인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1514,대만족 족발(광화문점),프리미엄국내산불족발+김치찌개+계란찜(중(2인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1515,대만족 족발(광화문점),프리미엄국내산불족발+김치찌개+계란찜(대(3인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1516,대만족 족발(광화문점),쟁반국수(소),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1517,대만족 족발(광화문점),쟁반국수(증(2인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1518,대만족 족발(광화문점),쟁반국수(대(3인분)),경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1519,대만족 족발(광화문점),밥도둑주먹밥,경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1520,대만족 족발(광화문점),공기밥,경복궁역7번 출구에서235m,영업 중24:00에 영업 종료0시 0분에 영업 종료,"포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분",(대한민국을 만족시키는 족발 ) 대만족 족발 61호 (광화문)점이 광화문 경희궁의아침 3단지 1층상 가 106번지에 입점하엿습니다^^ 현재 족...
1521,명작 신의주 찹쌀순대,순대국밥,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1522,명작 신의주 찹쌀순대,순대국밥 (특),경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1523,명작 신의주 찹쌀순대,순대정식,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1524,명작 신의주 찹쌀순대,얼큰이탕,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1525,명작 신의주 찹쌀순대,얼큰이탕(특),경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1526,명작 신의주 찹쌀순대,찹쌀순대 소,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1527,명작 신의주 찹쌀순대,수육 소,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1528,명작 신의주 찹쌀순대,모듬순대 소,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1529,명작 신의주 찹쌀순대,순대전골 소,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1530,명작 신의주 찹쌀순대,순대곱창철판볶음 소,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1531,명작 신의주 찹쌀순대,삼계탕,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1532,명작 신의주 찹쌀순대,술국,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1533,명작 신의주 찹쌀순대,데친오징어,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1534,명작 신의주 찹쌀순대,뼈해장국,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1535,명작 신의주 찹쌀순대,묵은지 뼈해장국,경복궁역7번 출구에서379m,영업 중22:30에 영업 종료22시 30분에 영업 종료,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1536,사랑의고기,숙성 한우,경복궁역7번 출구에서359m,영업 중21:30에 라스트오더21시 30분에 라스트오더,"단체 이용 가능, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분","사랑의고기는 ' 최상등급 1++ BMS No.9 한우 ' 무항생제, 유기농 곡물+건초로 세심히 키워낸 축 산 엔지니어드 한우입니다. 엄선된 기준으..."
1537,궁의 아침,소불고기 전골,경복궁역7번 출구에서500m,영업 중21:00에 영업 종료21시 0분에 영업 종료,"주차, 남/녀 화장실 구분",한식 전문 식당 500석완비 대형버스 주차가능
1538,이찌이,(점심)오마카세,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1539,이찌이,(저녁) 스시 오마카세,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1540,이찌이,(점심) SUSHI A,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1541,이찌이,(저녁) 사시미 오마카세,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1542,이찌이,(저녁) SUSHI A,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1543,이찌이,(저녁) 새우 덴뿌라,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1544,이찌이,초밥단품,광화문역1번 출구에서235m,영업 중19:30에 라스트오더19시 30분에 라스트오더,"주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",
1545,반가 곰탕,갈비탕,5경의중앙수인분당왕십리역1번 출구에서315m,영업 중21:55에 라스트오더21시 55분에 라스트오더,"단체 이용 가능, 포장, 무선 인터넷","반가온은 8개의 요리관련 자격을 보유하고 요리대회에서 장관상 및 서울시장상, 해군 요리대회 금상 등을 수상한 전문 한식 쉐프가 운영하고 있는 갈비탕 전문 음식점입니다. 손님에게 밥으로 하루의 에너지를 전해드리고자 하는 마음으로 음식점을 운영하고 있습니다. 반가온은 김치나 깍두기 등 반찬이나 양념을 직접 만들어 제공합니다. 또한 갈비탕이나 곰탕의 육수를 만들기 위해 약 10가지의 재료를 사용하여 6시간 ~ 7시간의 시간을 들여 육수를 만들고 있습니다. 짜지 않고 자극적이지 않게 건강한 맛을 내기 위해 노력하고 있습니다. 냉면의 면도 보리로 만든 면을 사용하여 식감부터 차별화 되는 맛을 제공해 드리고 있어 별미이며, 소주 한잔 하시고자 하는 분들을 위해 소갈비찜이나 갈비전골, 소곱창전골 등이 메뉴도 준비하고 있습니다. 왕십리에서 점심이나 저녁에 든든한 식사 한끼 할 수 있는 음식점을 찾고 있으신가요? 그렇다면 저희 반가온을 찾아주세요. 최상의 맛과 서비스를 여러분에게 제공해 드리겠습니다."
