id,메뉴,아이디,text,양,배달
78,짬뽕타임24(종로3가점),alt****,좋아요,22.7.6.수,3
79,짬뽕타임24(종로3가점),launy,굿,22.7.11.월,2
80,짬뽕타임24(종로3가점),이윤지665,차돌짬뽕~ 맛있어요^^,22.9.24.토,1
81,짬뽕타임24(종로3가점),상주곶감61,좋아요,22.10.3.월,1
82,짬뽕타임24(종로3가점),alt****,친절해요,22.6.10.금,2
83,짬뽕타임24(종로3가점),ㅂbBee,탕슉맛집,22.5.28.토,1
84,짬뽕타임24(종로3가점),모굴64,맛있어요,22.2.28.월,1
85,짬뽕타임24(종로3가점),IKIV,굿,22.2.27.일,1
86,짬뽕타임24(종로3가점),openmindhs,맛있어요,22.5.5.목,5
87,짬뽕타임24(종로3가점),openmindhs,맛있어요,22.4.21.목,4
88,짬뽕타임24(종로3가점),노는게젤조아먹는것도젤조아,불냉면 넘넘 맛있어요~ 사장님 친절하세요:),21.8.14.토,1
89,짬뽕타임24(종로3가점),썽썽70,양파만 졸많음. ㅠㅠ,22.3.17.목,1
90,짬뽕타임24(종로3가점),shshsm02,굿,22.5.10.화,1
91,짬뽕타임24(종로3가점),헬로일,친절하고 양도 많고 좋았지만 맛은 별로였어요ㅠㅠㅠㅠㅠ,21.11.3.수,1
92,짬뽕타임24(종로3가점),a릴리아,맛있었어요! 탕수육이 쫀득하니 맛있었어요.,21.9.18.토,1
93,짬뽕타임24(종로3가점),iljimae,ㅇㅇ,21.11.2.화,1
94,짬뽕타임24(종로3가점),Pillow Panda,냠,21.10.23.토,1
95,짬뽕타임24(종로3가점),icecream은폴라포가짱,엄청 친절해요,21.8.14.토,1
96,짬뽕타임24(종로3가점),q6****,맛있어요,21.10.16.토,1
97,짬뽕타임24(종로3가점),경희대페이커,보기좋은 떡이 먹기도 좋다던데 꼭 그렇지만은 않은가보다,21.4.25.일,1
98,짬뽕타임24(종로3가점),vi****,맛나요,21.8.1.일,1
99,짬뽕타임24(종로3가점),빵좋아좋아좋아,짬뽕 순하고 맛있고 탕수육 쫄깃해서 정말 맛있어요~,21.4.6.화,1
100,짬뽕타임24(종로3가점),두번째 아이디,좋아요,21.7.26.월,1
101,짬뽕타임24(종로3가점),이거외안데,맛과양이 본점과 너무나 많이.다름,21.5.1.토,1
102,짬뽕타임24(종로3가점),블루밍e,짬뽕 맵게 먹으면 맛있어요~,21.3.6.토,1
103,짬뽕타임24(종로3가점),9900,맛있고 좋아요 배달도 빠르네요,21.3.4.목,1
104,짬뽕타임24(종로3가점),258****,양도 진짜 많고 맛있어요,21.1.31.일,1
105,짬뽕타임24(종로3가점),홍성댁22,친절해요,21.9.18.토,1
106,짬뽕타임24(종로3가점),khl****,좋아요,21.4.9.금,1
107,짬뽕타임24(종로3가점),미니6634,짬뽕밥 시켰는데 수저도 안주고 전화는 받지도 않아요.,20.12.31.목,1
108,짬뽕타임24(종로3가점),god****,굿,21.3.12.금,1
109,짬뽕타임24(종로3가점),kg5****,맛나요,21.2.26.금,1
110,짬뽕타임24(종로3가점),dark790625,가격저렴하고 양 많아요,20.12.27.일,1
111,짬뽕타임24(종로3가점),kj7026,맛잇고 친절해요~~,21.5.31.월,1
112,짬뽕타임24(종로3가점),hiseyun,맛있어요,21.1.5.화,1
113,짬뽕타임24(종로3가점),눈이7,오랜만에 나간 종로3가 나들이~~그런데 비가 너무 많이 와서 많이 다니지도 못하다가 우연히 발견한 짬뽕집~~알고보니 유명맛직이였네요~~ 담백한 짬뽕이였어요~~,20.7.23.목,1
114,짬뽕타임24(종로3가점),레리아나 ,직원님도 엄청 친절하시고 센스 있으셨어요. 그리고 짬뽕 짜장면 다 맛있었어요 ㅎ 비오는 날과 굉장히 잘 어울렸구 더 매운걸 요청하시면 캡사이신 따로 더 주십니다 ㅎㅎㅎㅎㅎ,20.7.19.일,1
115,짬뽕타임24(종로3가점),쿠구,굿입니당,20.11.30.월,1
116,짬뽕타임24(종로3가점),tjd****,맛있어요,21.5.31.월,1
117,짬뽕타임24(종로3가점),JS8256,ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,20.11.10.화,1
118,짬뽕타임24(종로3가점),cjs****,ㅋㅋㅋㅋㅋㅋ,20.11.3.화,1
119,짬뽕타임24(종로3가점),임형구74,굿,21.1.23.토,1
120,짬뽕타임24(종로3가점),김뭄무,항상점심마다가는곳이예요~,20.7.14.화,1
121,짬뽕타임24(종로3가점),쿄9963,맛은 있는데 짬뽕에서 김치찌게맛이 나요,20.8.21.금,1
122,짬뽕타임24(종로3가점),꼬부기 2,24시간이라 좋아요,20.6.13.토,1
123,짬뽕타임24(종로3가점),Oreo08,굿,20.7.16.목,1
124,짬뽕타임24(종로3가점),도경2218,맛있어요,20.8.12.수,1
125,짬뽕타임24(종로3가점),juuu028,맛있어요~!,20.7.23.목,1
126,짬뽕타임24(종로3가점),나무야8059,굿~,20.7.17.금,1
127,짬뽕타임24(종로3가점),sho****,좋아요,20.7.17.금,1
128,짬뽕타임24(종로3가점),아사히짱,친절,20.6.10.수,1
129,짬뽕타임24(종로3가점),jun****,깔끔하고 맛있어요 짬뽕 국물이 끝내줘요,20.4.18.토,1
130,짬뽕타임24(종로3가점),허인석,맛있어요,20.3.8.일,1
1,계향각,원더맘스,다진홍고추생선찜 포스작렬 특별해요 생선살 완전 부드럽고 소스도 맛나용~~~라즈지도 완전 맛났어용~~~~볶음밥에 생선찜소스 곁들여 먹으니 더 맛났구요 오이냉채 고수무침 맛있어용~~~솬차이육사탕면 굿이예요~~~~깔끔담백 한국인 입맛에 굿입니당. 친구들과 함께 룸에서 편하고 즐거운 시간보내서 너무너무 행복한 하루였습니당^^,7.29.토,1
2,계향각,Heyplace,"신계숙교수님이 반갑게 맞아주는 계향각은 원매선생 <수원식단>의 철학을 바탕으로 청나라 요리를 제대로 하는 곳이다. 예약할 때부터 손님의 연령대와 식성 등을 고려해 메뉴를 짜고 좋은 식재료와 수십년 내공의 기술로 맛있는 음식을 낸다. 이게 진정한 호스피탤리티. 수원식단코스로 강의도 듣고 음식도 먹는 일석이조의 수업. 오랫동안 공부하고 연구한 요리비법까지 아낌없이 가르쳐주시는 교수님. 수원식단 코스는 수업 내용에 따라, 계절에 따라 제철식재료를 이용해서 음식은 매번 다르다고. 오늘은 난자완스와 양장피 등 10가지 이상 맛난 음식들을 고루 맛볼 수 있었다. 강추!!!",7.11.화,2
3,계향각,iwi****,오랫동안 존경해 오던 교수님의 음식을 접할 수 있어서 무척 행복한 시간 보냈습니다. 친구가 교수님을 왜 좋아하는지 물었을 때 (어떤 것에 집중하고 열정을 쏟으시는)인생에 대한 자세가 너무 멋있는 분이라고 하였는데 그런 교수님과 꼭 닮은 음식들이었습니다. '마도성공'(馬到功成)'을 이루고 꼭 다시 교수님 찾아뵙겠습니다♡,7.25.화,1
4,계향각,Mythursday,"선생님 뵙고 싶어서 찾아왔어요?? 신랑하고 둘이가서 동파육, 라즈지, 솬차이육사탕면, 증교, 오이냉채 주문했습니다. 맛있게 먹고갑니다!",6.23.금,1
5,계향각,마이벨로,"가족들이 신계숙 교수님 팬이라! 예약 후 방문. 인테리어도 멋져요, 여러가지 주문했고 매니저님 친절한 설명. 재료들의 신선함으로 본연 맛의 특성을 살린 아름다운 맛의 향연~미미!!! 화면보다 훨 동안에 아름다우신 교수님 (tv가 못담아냄)~ 따뜻하게 맞아주세요. 인생 조언도 해주시고, 음식에 진심을 다하시는 모습도 멋짐! 사진촬영도 해주셔서 엄마가 넘넘 행복 가득 :) 맛있는 식사하고 교수님의 따뜻함에 힐링 받았어요. ??수일내로 힐링하러 갈께요~ 계향각 식구들 건강하고 행복하세요!",4.7.금,1
6,계향각,Floyv,"모두가 친절하게 맞아주시는 곳이었습니다. 음식도 매우 훌륭한 것 같습니다. 홍고추생선찜은 한국에서 계향각이 아니면 어디서 맛볼 수 있을까요. 그리고 연근디저트를 먹어본 건 정말 특별한 경험이었습니다. 연근에 찹쌀을 채워 8시간 동안 쪄냈다고 하시는데, 투박한 듯한 외형이지만 편안한 단맛에 자꾸 젓가락이 갔습니다. 특별한 날에 또 방문하고 싶습니다.",4.16.일,1
7,계향각,금5693,여러가지 요리들을 먹었는데 다 맛있고 특히나 라즈지가 얼얼한 매콤함이 아직도 기억나네요 재방문 의사 있습니다!,6.8.목,1
8,계향각,흰자T,"12종의 음식을 먹었네요 성인7명 어린이 1명 방문했고, 술과 먹었으면 더 먹을 수 있었을 것 같아요. 교수님이 직접 테이블에도 오시고 기념사진도 찍어주시고, 전반적으로 맛과 서비스 모두 좋았습니다 가격부담과 메뉴 특성상 가볍게 식사만으로 방문하기 어렵다보니 재방문을 또 언제 할 수 있을 지 모르겠다는게 단점이네요. 최소 3명이상 가셔야 두가지 이상의 요리를 드셔보실 수 있을 것 같습니다. 발렛주차 가능합니다.",2.4.토,1
9,계향각,쪠쿼카,정말 모든 음식이 맛있었던 곳! 추천해주신거 다 먹었더니 많이 나오긴 했지만 오이냉채랑 우설냉채 그리고 가리비가 정말 맛있었어요. 동파육은 개인적으로 느끼하긴 했지만 맥주랑 먹으면 딱이었고 생선은 꼭 밥이랑 비벼먹어야합니다....! 강추에요ㅜ,1.28.토,1
10,계향각,mbtmbt,"부모님 모시고 갔는데 정말 특별한 경험이었습니다. 쉐프님, 매니저님, 서빙해주시는 분의 편하고 친절한 응대에 오랜만에 기분 좋은 식사를 하고 왔네요. 돌아와서 계속 생각이 날 정도로 쉐프님의 정성이 가득한 요리들로 구성이 되어있고요. 깜박하고 사진을 못 찍었지만 추천해주신 가리비 요리가 가장 인상적이었습니다?? 재방문 의사 100% ??",3.18.토,1
11,계향각,어반자카파26,부모님이 셰프님 너무나 팬이에요!ㅎㅎㅎ 그래서 방문했는데 음식도 정말정말 맛있고 친절하세요 정말ㅎㅎㅎㅎ 음식량도 잘 조절해주시구! 저 조개는 메뉴에 업ㄱ는데 지이이이이인짜 맛잇어요ㅠㅠ 오이냉채 존맛탱..두번시켜먹엇잖아요ㅎㅎㅎㅎㅎ 같이 생일축하도 해주시고 너무나 감사합니다!,1.29.일,1
12,계향각,백만년용,맛있는동파육 먹으러 다녀왔습니다. 마라등갈비도 초염새우도 모두맛있네요. 가격대가 있지만 먹어볼만한 요리입니다.,6.18.일,2
13,계향각,ramap,놀라운 맛과 경험이었습니다. 교수님의 노하우와 연구를 실제로 맛볼 수 있는 곳입니다. 중국음식에 가지고 있던 편견을 부숴주는 음식점입니다. 교수님과 홀매니저님 두 분의 건강이 걱정되는 것을 제외하면 입댈 것이 없는 음식점입니다. 교수님 매니저님 건강하세요^^,22.12.29.목,1
14,계향각,jine95,처음 가보는 곳이지만 처음부터 코스로 선택했습니다. 옳은 선택이었어요. 버릴 메뉴가 하나도 없었습니다. 소박해보이는 냉채나 야채볶음도 직접 만드셨다는 소스의 깊이감으로 전혀 소박하지 않은 맛이었어요. 해산물 요리도 튀김 요리들도 다 좋았구요. 탕수육이 정식 메뉴가 아닌게 아쉽더군요. 튀김옷이 요새 유행하는 스타일은 아니지만 부먹으로 나왔음에도 마지막까지 바삭하고 새콤달콤한 소스도 맛있었습니다. 위장이 모자라서 마지막의 생선찜을 남긴게 지금도 아쉽네요. 매운걸 잘 못 먹는데 생선찜의 고추가 7년을 숙성시킨 청양고추라는 얘기에 깜짝 놀랐습니다. 절대 그정도로 매운 맛이 아니었거든요. 400자의 한계로 더 쓸 수가 없네요. 다른 메뉴는 다시 가서 다른 영수증으로 인증하고 써야겠습니다.,22.12.29.목,1
15,계향각,틸튜5,"특별한 날을 위해 일생에 한번은 가볼만한 집입니다. 메뉴 자체의 독특함도 있지만, 재료의 질과 신선도, 요리에 들인 기술적 완성도와 정성이 남다릅니다. 어느 메뉴하나 맛이 부족한 것이 없고 모든 디쉬가 보이는 것보다 더 맛있었습니다. 주메뉴는 기대한것 이상의 맛이었다면, 작은 메뉴에서는 전혀 기대할 생각도 하지 않았던 맛이 있었습니다. 누룽지탕의 누룽지가 이렇게나 구수하고 바삭한건 처음이었어요. 볶음밥이나 야채볶음도 마찬가지, 어쩜 이렇게 작은 메뉴 하나 소홀히 하지 않고 맛있을까 싶었습니다. 너무 헌신하다가 셰프가 과로로 쓰러지실까봐 걱정되는것 빼고는 너무나 멋진 디너 였습니다. 꼭 다시 방문하고 싶네요!",22.12.29.목,1
16,계향각,sky****,볶음밥..탕 식사로 먹었는데.맛있어요..주로 특별한날 많이 방문하고 코스요리가 많은듯 해요.,2.26.일,1
17,계향각,해바라기14,"다섯가지맛이 뚜렷하고 향기롭고 속편한 음식이었습니다. 저녁코스를 선택하였는데, 재료가 신선하고 양이 아주 넉넉해서, 마지막에는 배불러서 제대로 맛보지 못할 정도였어요. 대식가가 넘 부럽습니다.식사보다는 술이있는 모임에 어울리는 음식들이어서인지 간이 조금 쎄게 느껴졌지만 그래도 맛있게 짭짤한 간이에요. 예약없이 편하게 자주 갈수있는곳이라면 요리 두개 정도에 볶은밥 시켜서 먹으면 좋을텐데, 아쉽네요. 여럿이 모여 특별한 시간을 보내기에 특화된 것 같아요. 누룽지탕과 작두콩볶음이 제일 맛있었고, 해산물의 크기와 선도가 정말 놀랄 정도! 모든 음식에 매운 맛은 과하지않고 마라한 향만 기분좋게 남았으며, 그때문인지 오늘까지도 음식생각하면 군침이 도네요! 곧 재방문하겠습니다!",22.12.29.목,1
18,계향각,김군크리닝,"신계숙 교수님께서 추천해주셔서 다양한 요리를 맛볼 수 있었어요! 맛도 고급지고, 정말 최고였습니다~^^ 사업 번창하시길 바래요^^",22.12.28.수,1
19,계향각,Andd,"미식가 언니 덕분에 부모님이랑 같이 방문했어요 요리위주로 주문했구요 서버분도 친절하시면서 맛있게 식사하고, 편히 즐기다가 갑니다",22.12.24.토,1
20,계향각,바나나츄리닝,"친구들 6명이서 연말 송년회 겸으로 모였습니다! 코스에 원하는 메뉴들을 모두 포함시켜주셔서 코스로 주문했습니다. 제가 혼자 늦어서 코스 시작 3-4개 메뉴 이후에 도착했어요. 사실 중식 코스는 따로 서빙하는데 어려운 일인데, 가리비 요리를 따뜻하게 먹어야 맛있다며 제 것은 따로 준비해주신 매니저님의 센스에 감동했습니다 ㅜㅜ 동파육은 코스라서 포션을 작게 조절해주셨는데도 푸짐한 메뉴에 위가 3배 정도 부른 후에 마무리가 되었습니다.. ㅎㅎ 여러 인원이 가는데 요리를 정하지 못하겠다면 코스 주문도 좋을 것 같아요!! 신계숙 교수님이 서빙해주시며 해주시는 설명은 역시나 입맛을 돋구어주었습니다:) 재재재재방문 의사 완벽하고, 기분 좋은 친절함에 행복한 시간보냈습니다 ~!",22.12.23.금,1
21,계향각,Tommy864,"수원 식단 코스로 주문해서 20대끼리 단체 모임했어요. 미식을 즐기는 분이라면 나이 상관없이 방문할 가치가 충분한 것 같습니다. 코스 리뷰가 많이 없어서 걱정했는데, 메뉴에 없는 음식도 제일 신선한 재료로 준비해주시고, 미리 말씀드린 꼭 먹고 싶은 메뉴도 반영해주셔서 너무 감사했습니다. 진짜 배가 찢어질 것처럼 먹어서 소화제도 먹었어요 ㅋㅋ 교수님은 친근하시고, 매니저님은 진짜 레스토랑에서 놓치시면 안 될 보배같은 분이라고 생각합니다 너무 친절하시고, 고객의 눈으로 많이 챙겨주셔서 감사했어요! 부모님 모시고 또 갑니다 !",22.12.23.금,1
22,계향각,하이디254,넘 친절하고 맛있어요 최고최고,1.29.일,1
23,계향각,삼삼사오,계향각의 대표 요리인 팔보오리도 물론 훌륭했지만 팔보두부 또한 숨겨진 보물이었습니다. 생각보다 훨씬 더 고소해서 저도 친구도 깜짝 놀랐고 먹기 좋게끔 재료를 아주 잘게 다졌습니다. 사전 예약 필수 ??,22.11.19.토,2
24,계향각,상큼하루74,신계숙쌤이 하시는 계향각 너무가고싶은곳 우연히 쌤두 만나고 숙성된 배추로 만든 국수로 특별한 시간을 보냈어요,4.1.토,1
25,계향각,정유진2622,먹고 너무 맛있어서 깜짝 놀랐어요..! 매니저분이 밸런스 맞게 추천해주시는대로 먹었는데 완벽 그 잡채????,22.12.30.금,1
26,계향각,jspy,미리 예약못해서 걱정했는데 허리아프다고 하니 넓고 편한의자로 안내해주셔서 편히 식사잘했어요! 특히 매니저님이 친절하시고 추천해준 음식 모두 잘어울리고 좋았어요 이곳은 매니저님이 음식보다 더 훌륭한듯합니다,1.8.일,1
