ㅁㄴ,메뉴,아이디,배당,양,text,text2
251,도마 유즈라멘,꽃살 (150g),안국역3번 출구에서139m,영업 중20:30에 라스트오더20시 30분에 라스트오더,단체 이용 가능 포장 예약 무선 인터넷 남/녀 화장실 구분,서울역 유즈라멘이 두번째 걸음으로 2009년 홍대에서 소고기전문점으로 오픈한 도마는 네번째 걸음으로 도마&유즈라멘 안국점을 오픈하였습니다. 서울에서 가장 맛있는 마약된장찌개와 유즈라멘을 동시에 드실수 있는 한국 최초의 매장인 안국점도 많이 사랑해주세요. 도마 운영시간은 평일 - 디너 (17시 ~ 21시30분) 주말 & 공휴일 - 런치 (11시 ~ 14시) / 디너 (17시 ~ 21시30분) 입니다. 항상 맛있게 멋있게 친절한 도마와 유즈라멘이 되겠습니다.
252,도마 유즈라멘,와규등심 (150g),안국역3번 출구에서139m,영업 중20:30에 라스트오더20시 30분에 라스트오더,단체 이용 가능 포장 예약 무선 인터넷 남/녀 화장실 구분,서울역 유즈라멘이 두번째 걸음으로 2009년 홍대에서 소고기전문점으로 오픈한 도마는 네번째 걸음으로 도마&유즈라멘 안국점을 오픈하였습니다. 서울에서 가장 맛있는 마약된장찌개와 유즈라멘을 동시에 드실수 있는 한국 최초의 매장인 안국점도 많이 사랑해주세요. 도마 운영시간은 평일 - 디너 (17시 ~ 21시30분) 주말 & 공휴일 - 런치 (11시 ~ 14시) / 디너 (17시 ~ 21시30분) 입니다. 항상 맛있게 멋있게 친절한 도마와 유즈라멘이 되겠습니다.
253,스기모토,런치 오마카세,안국역2번 출구에서559m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,예약 무선 인터넷 남/녀 화장실 구분,SUGIMOTO는 광대한 바다 위를 유랑하는 현대 사진의 거장 히로시 스기모토에게 영감을 받아 태어났습니다. 스기모토는 40년 동안 축척...
254,스기모토,디너 오마카세,안국역2번 출구에서559m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,예약 무선 인터넷 남/녀 화장실 구분,SUGIMOTO는 광대한 바다 위를 유랑하는 현대 사진의 거장 히로시 스기모토에게 영감을 받아 태어났습니다. 스기모토는 40년 동안 축척...
255,일식 오수사,알탕/내장탕,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
256,일식 오수사,서더리탕,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
257,일식 오수사,뚝배기 어묵탕,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
258,일식 오수사,생대구탕,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
259,일식 오수사,생대구 머리탕,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
260,일식 오수사,장어정식,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
261,일식 오수사,장어덮밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
262,일식 오수사,알밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
263,일식 오수사,초밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
264,일식 오수사,특초밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
265,일식 오수사,회덮밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
266,일식 오수사,특회덮밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
267,일식 오수사,멍게비빔밥,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
268,일식 오수사,낮정식,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
269,일식 오수사,저녁정식,경복궁역6번 출구에서9m,영업 중22:00에 영업 종료22시 0분에 영업 종료,단체 이용 가능 예약,
270,동원참치광화문본점,다랑어(특선)정식,경복궁역6번 출구에서9m,,,
271,동원참치광화문본점,참치회(특)정식,경복궁역6번 출구에서9m,,,
272,동원참치광화문본점,참치회(보통)정식,경복궁역6번 출구에서9m,,,
273,동원참치광화문본점,메로구이(원양산),경복궁역6번 출구에서9m,,,
274,동원참치광화문본점,장어구이(페루산),경복궁역6번 출구에서9m,,,
275,동원참치광화문본점,새우튀김,경복궁역6번 출구에서9m,,,
276,동원참치광화문본점,참치회초밥(특선),경복궁역6번 출구에서9m,,,
277,동원참치광화문본점,참치회초밥(특),경복궁역6번 출구에서9m,,,
278,동원참치광화문본점,참치회초밥(보통),경복궁역6번 출구에서9m,,,
279,동원참치광화문본점,연어초밥,경복궁역6번 출구에서9m,,,
280,동원참치광화문본점,생대구탕,경복궁역6번 출구에서9m,,,
281,동원참치광화문본점,동태탕,경복궁역6번 출구에서9m,,,
282,동원참치광화문본점,장어덮밥,경복궁역6번 출구에서9m,,,
283,동원참치광화문본점,회덮밥,경복궁역6번 출구에서9m,,,
284,동원참치광화문본점,알밥,경복궁역6번 출구에서9m,,,
285,아소보,가이세키 오마카세,경복궁역7번 출구에서235m,영업 중21:00에 라스트오더21시 0분에 라스트오더,주차 예약 무선 인터넷 남/녀 화장실 구분,8월21~29일 여름휴가 맛있게 즐겁게 아소보. 한국의 제철 식재료를 이용하여 일본식 가이세키 요리를 선보입니다. 30종 이상의 지자케 와인과 함께 즐기세요. 코스요리는 바(다찌)에서만 제공됩니다. 코스 당일 예약은 안되며 캐치테이블이나 네이버 예약 부탁 드립니다. 1인 1음료 주문 부탁드리며 다양한 잔술과 음료 준비되어 있습니다. 즐겁고 느긋한 식사 분위기 조성을 위하여 식사 제한 시간은 없습니다. (조금 더 세심한 서비스를 제공하기 위하여 소수 인원만 모시고 있습니다.) -대관문의- 6인 이상부터 대관으로 운영됩니다. 최대 7~8명까지 예약 가능합니다. 사전에 캐치테이블 예약이나 전화문의 주세요. (주류/음료 주문필수)
286,호센,런치 오마카세,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
287,호센,디너 오마카세,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
288,호센,도쿠리,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
289,호센,일품진로,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
290,호센,화요,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
291,호센,콜키지 와인/샴페인/사케,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
292,호센,콜키기 위스키,경복궁역7번 출구에서349m,브레이크타임18:00에 영업 시작18시 0분에 영업 시작,주차 예약 무선 인터넷,오마카세 코스로만 구성된 스시야 호센입니다.
293,브이아이피 참치 종로구청점,(점심)참다랑어참치 정식,종각역2번 출구에서327m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,단체 이용 가능 주차 포장 예약,대한민국 1등 참치전문점 VIP참치! VIP참치 전 매장은 모든 메뉴에 100% 최고급 참다랑어 참치만을 사용하는 국내 유일한 매장으로 새로운 참치 음식문화를 선도하고 있으며 전국 매출1위를 달성하는 등 참치전문점 업계를 리드하고 있습니다. VIP참치 종로구청점은 회식자리 미팅 비즈니스 등 많은 인원이 편하게 드실 수 있도록 다양한 룸을 갖추고 있으며 고객분들 모두 편하고 부담없이 다녀가실 수 있도록 노력하고 있습니다. 1. VIP참치는 참다랑어 참치만을 충분하게 드실 수 있도로 제공합니다. 2. VIP참치 직영 전매장에서는 일식식당 직원들의 봉사료 문화를 획기적으로 개선했습니다. 참치집에 가셔서 실장님과 서빙직원에게 팁을 줘야 손님 대접을 받는것이 일식(참치식당)집 식당의 잘못된 관행이었습니다. VIP참치 전 매장은 전직원이 절대로 팁을 받지 않도록 입사시에 서약했으며 직원들이 손님께 봉사료를 받으면 퇴사 사유가됩니다. 3. 신선함과 품질이 검증된 최고급 참다랑어 참치만을 고객님들께 제공해 드리고 있습니다. 고객분들의 품격을 지켜드릴 수 있는 자리가 될 수 있도록 노력하겠습니다. 감사합니다.
294,브이아이피 참치 종로구청점,(점심)참다랑어참치 특정식,종각역2번 출구에서327m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,단체 이용 가능 주차 포장 예약,대한민국 1등 참치전문점 VIP참치! VIP참치 전 매장은 모든 메뉴에 100% 최고급 참다랑어 참치만을 사용하는 국내 유일한 매장으로 새로운 참치 음식문화를 선도하고 있으며 전국 매출1위를 달성하는 등 참치전문점 업계를 리드하고 있습니다. VIP참치 종로구청점은 회식자리 미팅 비즈니스 등 많은 인원이 편하게 드실 수 있도록 다양한 룸을 갖추고 있으며 고객분들 모두 편하고 부담없이 다녀가실 수 있도록 노력하고 있습니다. 1. VIP참치는 참다랑어 참치만을 충분하게 드실 수 있도로 제공합니다. 2. VIP참치 직영 전매장에서는 일식식당 직원들의 봉사료 문화를 획기적으로 개선했습니다. 참치집에 가셔서 실장님과 서빙직원에게 팁을 줘야 손님 대접을 받는것이 일식(참치식당)집 식당의 잘못된 관행이었습니다. VIP참치 전 매장은 전직원이 절대로 팁을 받지 않도록 입사시에 서약했으며 직원들이 손님께 봉사료를 받으면 퇴사 사유가됩니다. 3. 신선함과 품질이 검증된 최고급 참다랑어 참치만을 고객님들께 제공해 드리고 있습니다. 고객분들의 품격을 지켜드릴 수 있는 자리가 될 수 있도록 노력하겠습니다. 감사합니다.
295,브이아이피 참치 종로구청점,(점심단품)참다랑어 사시미,종각역2번 출구에서327m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,단체 이용 가능 주차 포장 예약,대한민국 1등 참치전문점 VIP참치! VIP참치 전 매장은 모든 메뉴에 100% 최고급 참다랑어 참치만을 사용하는 국내 유일한 매장으로 새로운 참치 음식문화를 선도하고 있으며 전국 매출1위를 달성하는 등 참치전문점 업계를 리드하고 있습니다. VIP참치 종로구청점은 회식자리 미팅 비즈니스 등 많은 인원이 편하게 드실 수 있도록 다양한 룸을 갖추고 있으며 고객분들 모두 편하고 부담없이 다녀가실 수 있도록 노력하고 있습니다. 1. VIP참치는 참다랑어 참치만을 충분하게 드실 수 있도로 제공합니다. 2. VIP참치 직영 전매장에서는 일식식당 직원들의 봉사료 문화를 획기적으로 개선했습니다. 참치집에 가셔서 실장님과 서빙직원에게 팁을 줘야 손님 대접을 받는것이 일식(참치식당)집 식당의 잘못된 관행이었습니다. VIP참치 전 매장은 전직원이 절대로 팁을 받지 않도록 입사시에 서약했으며 직원들이 손님께 봉사료를 받으면 퇴사 사유가됩니다. 3. 신선함과 품질이 검증된 최고급 참다랑어 참치만을 고객님들께 제공해 드리고 있습니다. 고객분들의 품격을 지켜드릴 수 있는 자리가 될 수 있도록 노력하겠습니다. 감사합니다.
296,브이아이피 참치 종로구청점,(계절메뉴)도다리쑥국(점심),종각역2번 출구에서327m,오늘 휴무매주 토요일 휴무매주 토요일 휴무,단체 이용 가능 주차 포장 예약,대한민국 1등 참치전문점 VIP참치! VIP참치 전 매장은 모든 메뉴에 100% 최고급 참다랑어 참치만을 사용하는 국내 유일한 매장으로 새로운 참치 음식문화를 선도하고 있으며 전국 매출1위를 달성하는 등 참치전문점 업계를 리드하고 있습니다. VIP참치 종로구청점은 회식자리 미팅 비즈니스 등 많은 인원이 편하게 드실 수 있도록 다양한 룸을 갖추고 있으며 고객분들 모두 편하고 부담없이 다녀가실 수 있도록 노력하고 있습니다. 1. VIP참치는 참다랑어 참치만을 충분하게 드실 수 있도로 제공합니다. 2. VIP참치 직영 전매장에서는 일식식당 직원들의 봉사료 문화를 획기적으로 개선했습니다. 참치집에 가셔서 실장님과 서빙직원에게 팁을 줘야 손님 대접을 받는것이 일식(참치식당)집 식당의 잘못된 관행이었습니다. VIP참치 전 매장은 전직원이 절대로 팁을 받지 않도록 입사시에 서약했으며 직원들이 손님께 봉사료를 받으면 퇴사 사유가됩니다. 3. 신선함과 품질이 검증된 최고급 참다랑어 참치만을 고객님들께 제공해 드리고 있습니다. 고객분들의 품격을 지켜드릴 수 있는 자리가 될 수 있도록 노력하겠습니다. 감사합니다.
